X,Y,Thickness
0.00,0.00,-2261.91416898142
0.00,49.40,-2293.4741626448
-34.93,34.93,-2289.3176622912
-49.40,0.00,-2294.8689605347
-34.93,-34.93,-2295.49665825898
0.00,-49.40,-2293.64358981968
34.93,-34.93,-2296.23918739973
49.40,0.00,-2294.92186375265
34.93,34.93,-2287.85257592725
0.00,98.80,-2329.97084110446
-37.81,91.28,-2335.80051606752
-69.86,69.86,-2336.72012095738
-91.28,37.81,-2340.43626502269
-98.80,0.00,-2337.02242165972
-91.28,-37.81,-2340.73295142464
-69.86,-69.86,-2334.29268236112
-37.81,-91.28,-2331.90654579432
0.00,-98.80,-2336.81818016382
37.81,-91.28,-2334.81494063257
69.86,-69.86,-2336.11007231248
91.28,-37.81,-2339.24219504714
98.80,0.00,-2342.13336832313
91.28,37.81,-2333.35176303347
69.86,69.86,-2341.06011766841
37.81,91.28,-2335.32277906444
0.00,148.00,-2253.89596032167
-38.31,142.96,-2398.47594118365
-74.00,128.17,-2390.53452641856
-104.65,104.65,-2408.10985723974
-128.17,74.00,-2398.81957356213
-142.96,38.31,-2405.43467924667
-148.00,0.00,-2373.96254584342
-142.96,-38.31,-2392.2077586499
-128.17,-74.00,-2399.42015220583
-104.65,-104.65,-2402.99102534679
-74.00,-128.17,-2380.11114209311
-38.31,-142.96,-2374.16541105542
0.00,-148.00,-2396.24208151477
38.31,-142.96,-2441.98355492992
74.00,-128.17,-2480.32435554866
104.65,-104.65,-2504.40004772335
128.17,-74.00,-2505.81610458177
142.96,-38.31,-2497.83490400416
148.00,0.00,-2477.80040598626
142.96,38.31,-2505.50101852474
128.17,74.00,-2500.34645359546
104.65,104.65,-2499.80256103187
74.00,128.17,-2399.78256232617
38.31,142.96,-2450.09979344778
