X,Y,Thickness
0.00,0.00,-2266.91706703886
0.00,49.40,-2294.25512966929
-34.93,34.93,-2292.20945596007
-49.40,0.00,-2297.54284884014
-34.93,-34.93,-2300.26126085941
0.00,-49.40,-2294.89858781824
34.93,-34.93,-2291.99208614808
49.40,0.00,-2296.4464866734
34.93,34.93,-2295.61728388068
0.00,98.80,-2323.56306848587
-37.81,91.28,-2331.47832227354
-69.86,69.86,-2331.55131194001
-91.28,37.81,-2338.38294799871
-98.80,0.00,-2338.69807801255
-91.28,-37.81,-2341.77132501685
-69.86,-69.86,-2336.43509135911
-37.81,-91.28,-2336.24480210686
0.00,-98.80,-2337.39900599687
37.81,-91.28,-2335.82511001911
69.86,-69.86,-2340.20867422692
91.28,-37.81,-2345.67556733693
98.80,0.00,-2346.92402874385
91.28,37.81,-2339.52677593949
69.86,69.86,-2344.89708963006
37.81,91.28,-2338.38753697972
0.00,148.00,-2258.21388897629
-38.31,142.96,-2404.08309628189
-74.00,128.17,-2395.76535266362
-104.65,104.65,-2407.24973137737
-128.17,74.00,-2403.39887575772
-142.96,38.31,-2412.5911724313
-148.00,0.00,-2386.35325565082
-142.96,-38.31,-2398.37247669059
-128.17,-74.00,-2406.716856466
-104.65,-104.65,-2406.38827061985
-74.00,-128.17,-2389.86697693091
-38.31,-142.96,-2383.58137882599
0.00,-148.00,-2407.12856870842
38.31,-142.96,-2452.66721026757
74.00,-128.17,-2489.08966503446
104.65,-104.65,-2514.04855659925
128.17,-74.00,-2508.84581489234
142.96,-38.31,-2503.52615115011
148.00,0.00,-2485.58775060761
142.96,38.31,-2513.43194677727
128.17,74.00,-2510.73967476526
104.65,104.65,-2509.38358271247
74.00,128.17,-2489.15505866332
38.31,142.96,-2457.74355443796
