X,Y,Thickness
0.00,0.00,-2273.13247743407
0.00,49.40,-2305.09004170588
-34.93,34.93,-2303.92495215834
-49.40,0.00,-2308.29848535689
-34.93,-34.93,-2310.21168813608
0.00,-49.40,-2309.99636574967
34.93,-34.93,-2306.10455783691
49.40,0.00,-2310.06873177958
34.93,34.93,-2307.22571387851
0.00,98.80,-2345.02077374744
-37.81,91.28,-2347.35289832216
-69.86,69.86,-2346.78164696255
-91.28,37.81,-2351.32292817304
-98.80,0.00,-2354.27816573782
-91.28,-37.81,-2351.63494668439
-69.86,-69.86,-2345.20241440657
-37.81,-91.28,-2348.54593949384
0.00,-98.80,-2347.52864055775
37.81,-91.28,-2348.31243674402
69.86,-69.86,-2349.65385683479
91.28,-37.81,-2350.9138191232
98.80,0.00,-2352.29986140919
91.28,37.81,-2346.20434979781
69.86,69.86,-2355.1329082883
37.81,91.28,-2343.7935231388
0.00,148.00,-2365.53152543737
-38.31,142.96,-2412.78541727972
-74.00,128.17,-2403.67009137368
-104.65,104.65,-2413.18466878536
-128.17,74.00,-2411.94990508118
-142.96,38.31,-2420.70197613249
-148.00,0.00,-2382.33083179327
-142.96,-38.31,-2406.22717757845
-128.17,-74.00,-2417.25292771327
-104.65,-104.65,-2415.71922673131
-74.00,-128.17,-2397.87732787405
-38.31,-142.96,-2390.97752388456
0.00,-148.00,-2408.36222717015
38.31,-142.96,-2452.4853801133
74.00,-128.17,-2500.63778352278
104.65,-104.65,-2517.2523823547
128.17,-74.00,-2520.44829029355
142.96,-38.31,-2512.07957332936
148.00,0.00,-2493.49956152233
142.96,38.31,-2523.27972113595
128.17,74.00,-2512.36978970456
104.65,104.65,-2516.44982241058
74.00,128.17,-2503.38541177774
38.31,142.96,-2463.71940190871
