X,Y,Thickness
0.00,0.00,-2026.7921857947
0.00,49.40,-2035.78561851062
-34.93,34.93,-2030.99624741763
-49.40,0.00,-2020.05508009831
-34.93,-34.93,-2026.20497032441
0.00,-49.40,-2019.01076622266
34.93,-34.93,-2028.75701818915
49.40,0.00,-2033.56475407042
34.93,34.93,-2030.95627731158
0.00,98.80,-2057.60382007181
-37.81,91.28,-2056.98952855727
-69.86,69.86,-2045.2250524183
-91.28,37.81,-2041.76983849815
-98.80,0.00,-2040.78908741014
-91.28,-37.81,-2040.78319378373
-69.86,-69.86,-2037.79139472016
-37.81,-91.28,-2045.11150650216
0.00,-98.80,-2042.04116339729
37.81,-91.28,-2045.98957934902
69.86,-69.86,-2054.23356526288
91.28,-37.81,-2054.22704199154
98.80,0.00,-2057.21806187031
91.28,37.81,-2056.03496683847
69.86,69.86,-2051.03794001463
37.81,91.28,-2051.58610783208
0.00,148.00,-1958.0475460009
-38.31,142.96,-2070.08699677383
-74.00,128.17,-2072.96783983123
-104.65,104.65,-2066.2439308624
-128.17,74.00,-2052.38616358859
-142.96,38.31,-2023.49021516771
-148.00,0.00,-2047.93365726596
-142.96,-38.31,-2019.60199851892
-128.17,-74.00,-2064.56010879755
-104.65,-104.65,-2078.24391269959
-74.00,-128.17,-2096.91771354874
-38.31,-142.96,-2089.18600432678
0.00,-148.00,-2078.7502842199
38.31,-142.96,-2100.42152023846
74.00,-128.17,-2112.8095178168
104.65,-104.65,-2128.57586801042
128.17,-74.00,-2130.43872620224
142.96,-38.31,-2138.31653570188
148.00,0.00,-2138.31172508345
142.96,38.31,-2171.76971902777
128.17,74.00,-2167.16614455633
104.65,104.65,-2167.43867114005
74.00,128.17,-2137.8816691361
38.31,142.96,-2104.85373113913
