WaveLength,0.00 0.00,0.00 49.40,-34.93 34.93,-49.40 0.00,-34.93 -34.93,0.00 -49.40,34.93 -34.93,49.40 0.00,34.93 34.93,0.00 98.80,-37.81 91.28,-69.86 69.86,-91.28 37.81,-98.80 0.00,-91.28 -37.81,-69.86 -69.86,-37.81 -91.28,0.00 -98.80,37.81 -91.28,69.86 -69.86,91.28 -37.81,98.80 0.00,91.28 37.81,69.86 69.86,37.81 91.28,0.00 148.00,-38.31 142.96,-74.00 128.17,-104.65 104.65,-128.17 74.00,-142.96 38.31,-148.00 0.00,-142.96 -38.31,-128.17 -74.00,-104.65 -104.65,-74.00 -128.17,-38.31 -142.96,0.00 -148.00,38.31 -142.96,74.00 -128.17,104.65 -104.65,128.17 -74.00,142.96 -38.31,148.00 0.00,142.96 38.31,128.17 74.00,104.65 104.65,74.00 128.17,38.31 142.96
284.30799315155,75.9614362347398,75.54882343902,75.6775784112549,76.2585279040299,75.8339556328416,75.6396849548294,75.9212663389945,76.0067145038864,75.1245997135644,75.4184128745524,76.1804863359675,75.7529514260471,75.5839067454718,75.4530278226754,75.2332915220352,75.6194910864149,75.236885899908,75.4611750791876,75.3278127680428,75.1848654492364,75.4318209932243,75.5643010479822,75.5236083336378,75.3408069886565,75.9300780108106,74.1091443962063,74.9931870801146,75.4922392176545,75.5292504176928,75.3616652723747,75.3641159845607,75.65816877074,75.2729168150723,75.2149166266662,75.7587242147529,75.5399790910412,75.616027413192,75.2704334267238,75.6226606741762,75.6169314536877,76.0151776299691,75.1670787247917,75.6589312145313,76.4473525549617,76.6240543496125,76.4824358614134,76.5736241388479,76.2598240584749,76.2706507603109
284.77763298869,75.7467082670417,75.4978791862408,75.6048015874281,75.9783879783868,75.8375803383132,75.4766818691725,75.7385688454978,75.8707800376847,74.9986540771757,75.2978975162814,76.0203908756574,75.6081204692067,75.5443544127286,75.3976054301912,75.0798197794407,75.4667905133122,75.0468485932409,75.3726104418412,75.2485169080392,74.9148985589652,75.247309052703,75.2528368951417,75.3835681925026,75.2969181741169,75.7370889506716,74.0287353607675,74.9793392733792,75.4070724044467,75.2806610941888,75.2606281061383,75.1065449389478,75.4437324461318,75.2039568395614,75.1117354524191,75.587608691654,75.5404588072305,75.4656153027153,75.2403230785976,75.363698428146,75.2368627362837,75.6827136973914,75.0856523061085,75.6433006160661,76.3372733553009,76.5252308797979,76.3037689717004,76.3628777121087,76.1613508578456,76.1493158308039
285.24724617904,75.4375112209918,75.052539900151,75.3267316991687,75.6868465527378,75.6284501361781,75.1590428070811,75.4088774390428,75.6228167272202,74.6833508078745,75.0479485090348,75.7036707991441,75.2445642505888,75.2094504201857,75.2647967636871,74.8110414109245,75.252889538972,74.7200276650408,75.2250481247574,74.9177722592577,74.673885812477,74.998626331182,74.9984418071891,75.044507679286,74.903368533463,75.2934305456359,73.7534692818049,74.7564006003371,75.2047179224869,74.9920051761446,74.8899634081005,74.8342805796707,75.1307346557076,74.703507340505,74.8200830865743,75.2845082678643,75.3297926265793,75.230062835622,75.0543417226694,75.1340995049894,74.977948789631,75.3280884932337,74.7393592668799,75.3047299266095,76.0300177620225,76.1571005213312,76.0057148667291,76.0418815693272,75.9969988216554,75.9029350027137
285.71683271936,75.3207914674165,75.046369285681,75.2088712429139,75.5792467545499,75.6074683221677,74.9636800925609,75.3172312081169,75.476465976176,74.7603762612217,74.8787983007257,75.5892328477067,75.1574754265018,75.173648555637,75.1925244425935,74.783214022094,75.2182277780237,74.7719796672921,75.1402385613571,74.7588783472483,74.6540352235483,74.8841821074712,75.0264622260611,75.1135583255095,74.8288135626949,75.2621882968131,73.686882101287,74.7422493312522,75.0583634519184,74.9322673169123,74.8108494494614,74.6605696018966,74.8977610232749,74.6015973800246,74.7990940811038,74.9808735399095,75.3065287213204,75.1304369938346,74.9478760146949,75.0903189500213,74.8976958965808,75.2957068355839,74.7343255834208,75.3213558987686,75.8711337448612,76.064321229654,75.9095150768212,76.2089567636951,75.7720109158283,75.6779462600685
286.18639260641,75.2514924405745,74.9469887668433,75.2376193671297,75.4081574526383,75.3749097278328,74.8474297003492,75.1433236212398,75.2282840124776,74.5695350363398,74.8104998170962,75.3328356526308,74.9771066569678,75.0591971305921,75.0848531110689,74.6264352142316,75.1150468103383,74.603854919046,74.9371660676903,74.6419544291002,74.4452405289809,74.693060622376,74.8088645055502,75.0197113961816,74.5684520485611,75.1918847932358,73.6224189043734,74.4343240121719,74.8554762995448,74.9229789277897,74.6153454193781,74.552965323326,74.6975117021463,74.4645610309524,74.6854905378033,74.7940817223714,75.1485652820888,74.9580893915746,74.7827645000843,75.0022103136783,74.7781834617806,75.0649911152081,74.6151829712112,75.1144619969379,75.6624267382554,75.8864481752142,75.6080445069489,76.0057392790358,75.5299827478618,75.4384053012967
286.65592583695,74.9237160212202,74.7100102951764,74.9110372837656,75.2257093161558,74.9741290963378,74.4003407578362,74.8567860874454,74.9232524279291,74.1304863373497,74.4473469613247,74.9673369155582,74.5826407337047,74.7617171190137,74.5982088433007,74.4961751942603,74.8082597292108,74.308419911289,74.5111826794108,74.3735170343774,74.1991951756143,74.4028851303184,74.4049659095095,74.6759954850832,74.1497847557544,74.828151115779,73.2147925559045,74.1294621196135,74.4219355802186,74.4721545930281,74.4330618192095,74.2509666868876,74.3110936586435,74.1346586769714,74.4259138575323,74.5951469713306,74.8642682675421,74.8399242291299,74.3665307912903,74.6710253337512,74.3880070200402,74.6723945511461,74.3695064133457,74.7420197947535,75.2314880604378,75.4528053414502,75.4099822588223,75.6360864100984,75.3413273267547,75.0101707794254
287.12543240775,74.7491803960318,74.4807620181828,74.5638236750603,74.8301993769052,74.6786650701891,74.1787362446051,74.6214808930039,74.7938719968137,73.733540385001,74.2775372576395,74.5296572311618,74.2397370006391,74.5086176683211,74.287997908965,74.3634801627751,74.4511754689037,73.9945083708985,74.2779780456192,74.0458762969357,73.9171984596115,74.1880465468125,74.2206003517601,74.3700812315463,73.9480751200504,74.5026186514251,72.9615271156872,73.943613485621,74.28719158949,74.3406559461624,74.1504075537078,74.2420054460965,73.9678245717309,73.8133337602723,74.246004790694,74.3346139255613,74.3873687210955,74.666753043808,74.1867886884313,74.4159231814461,74.1969160610406,74.3969692983142,74.1807251659772,74.6075046887661,74.9900495251428,75.1966339501661,75.1945697723093,75.3376323490722,75.087727066375,74.7834651001194
287.59491231555,74.3843981455768,74.1867515936524,74.2661121937668,74.6168901154978,74.4457149444238,73.9511327454107,74.2999295969728,74.6031939601146,73.3896332086406,73.889880197488,74.34901730321,73.9151950616989,74.4168876963455,73.9745093734026,73.9878521487019,74.2202477422362,73.9666493436515,74.007255927869,73.7198508345656,73.6197907283088,73.9457892101984,73.9590998600354,74.2912664306673,73.7944675747622,74.2973488515096,72.7994456341287,73.731555211293,74.121001481022,74.0213375887988,73.9622695723057,73.9658033731472,73.7916512425762,73.6062873256985,73.9495478892757,74.1063951042098,74.1611904342307,74.3360279079951,74.0198705260253,74.1030540561415,73.9624944505413,74.2123555870234,73.9519894244024,74.4096915928131,74.7058348118343,74.9042952088012,74.9685782586575,74.9986369827868,74.9374915197382,74.5073744148675
288.06436555713,74.0898743488998,74.1069087143002,73.8176656161952,74.1030498655673,74.1363617503458,73.5947797925688,73.928559548147,74.0535990388516,73.1667886969351,73.5270900426989,73.9057902086631,73.5534090966241,74.0494630352373,73.7008768131125,73.8294446986525,73.8828183329198,73.6035101713311,73.6372164688255,73.4451374762423,73.385826331632,73.8681611036175,73.5937564514682,74.0117166723574,73.3750279510621,73.8946507143933,72.4595214191225,73.4534308030769,73.7963353501338,73.6892896071112,73.6976468927645,73.6362464267407,73.3587930708964,73.2649335043448,73.519329706021,73.7582905127661,73.7367257310358,73.9879986103949,73.8187848955237,73.6463945593201,73.5825849777892,73.9331645830989,73.658312219218,74.1083371279192,74.3169494751558,74.4540665228054,74.725123996772,74.7751930920695,74.4971854264626,74.1798324275062
288.53379212925,73.5931124323015,73.9317191305329,73.5405771414262,73.557240877757,73.6482448067654,73.1141360161985,73.3725935347868,73.6371780505763,72.7875925062268,73.151449217143,73.5647671199927,73.1241957399753,73.5495874314268,73.2853103255317,73.5623078408396,73.3716289037395,73.1038960866206,73.2498309836108,73.0521452209926,73.0421384989211,73.4193834407441,72.9940235503165,73.6367116355645,72.929001057534,73.3845083182703,71.9072977734866,73.0270012117198,73.3435061985961,73.2225881067848,73.3856107537529,73.2021188479711,72.9462478126296,73.0732929016415,73.1125671657042,73.4982287784222,73.3510112401497,73.6042215898554,73.3201960483469,73.3813918179645,73.1765826260749,73.5196414676006,73.1450360107305,73.7672972385291,73.7226433013193,73.7515875329043,74.2426271372671,74.2701562233051,74.1673329138839,73.6936990697342
