X,Y,Thickness
0.00,0.00,-2032.41215769447
0.00,49.40,-2041.67492997755
-34.93,34.93,-2032.03170442207
-49.40,0.00,-2031.75619816481
-34.93,-34.93,-2029.84019171812
0.00,-49.40,-2020.93266207656
34.93,-34.93,-2039.82415528852
49.40,0.00,-2038.85096368506
34.93,34.93,-2039.51150917644
0.00,98.80,-2063.89000232074
-37.81,91.28,-2061.94529163222
-69.86,69.86,-2060.32844169219
-91.28,37.81,-2050.93548429688
-98.80,0.00,-2047.19724686132
-91.28,-37.81,-2047.76820057766
-69.86,-69.86,-2045.43803924512
-37.81,-91.28,-2052.81823229809
0.00,-98.80,-2054.0109398079
37.81,-91.28,-2051.92857424495
69.86,-69.86,-2063.29812922276
91.28,-37.81,-2065.12707444915
98.80,0.00,-2067.41601957891
91.28,37.81,-2069.4649278257
69.86,69.86,-2066.29056334391
37.81,91.28,-2064.77917329106
0.00,148.00,-1968.35888150392
-38.31,142.96,-2083.61386724598
-74.00,128.17,-2085.12103148752
-104.65,104.65,-2081.55743320353
-128.17,74.00,-2065.44957080256
-142.96,38.31,-2042.82453915987
-148.00,0.00,-2060.21365444692
-142.96,-38.31,-2032.4482950207
-128.17,-74.00,-2076.73903352631
-104.65,-104.65,-2086.19308371644
-74.00,-128.17,-2105.74055459003
-38.31,-142.96,-2105.79980358914
0.00,-148.00,-2095.00338426791
38.31,-142.96,-2113.83226700554
74.00,-128.17,-2128.50118339446
104.65,-104.65,-2139.4301780882
128.17,-74.00,-2143.27350365071
142.96,-38.31,-2149.7649338173
148.00,0.00,-2151.15950370326
142.96,38.31,-2182.51957576717
128.17,74.00,-2182.01834088777
104.65,104.65,-2186.69075873795
74.00,128.17,-2154.08738632588
38.31,142.96,-2119.79943163935
