X,Y,Thickness
0.00,0.00,-2027.83809501909
0.00,49.40,-2037.68439823608
-34.93,34.93,-2029.79947633195
-49.40,0.00,-2028.91987053719
-34.93,-34.93,-2029.96270919475
0.00,-49.40,-2017.28442297531
34.93,-34.93,-2032.49073035694
49.40,0.00,-2034.94419304697
34.93,34.93,-2036.29446866973
0.00,98.80,-2061.39000551324
-37.81,91.28,-2066.41685455809
-69.86,69.86,-2050.87099380926
-91.28,37.81,-2047.35777621141
-98.80,0.00,-2041.97579346813
-91.28,-37.81,-2041.70860478744
-69.86,-69.86,-2041.99680955253
-37.81,-91.28,-2051.00657156499
0.00,-98.80,-2046.94155494138
37.81,-91.28,-2049.07661430962
69.86,-69.86,-2050.90539532047
91.28,-37.81,-2056.27239992535
98.80,0.00,-2063.25374054336
91.28,37.81,-2057.86781817369
69.86,69.86,-2054.30326939573
37.81,91.28,-2055.68795356135
0.00,148.00,-1968.09860148658
-38.31,142.96,-2074.73992618931
-74.00,128.17,-2081.43377377652
-104.65,104.65,-2071.76632651716
-128.17,74.00,-2057.29522173139
-142.96,38.31,-2033.18285985787
-148.00,0.00,-2049.51801481009
-142.96,-38.31,-2023.05196959048
-128.17,-74.00,-2073.78729544084
-104.65,-104.65,-2079.1739296814
-74.00,-128.17,-2096.37560895299
-38.31,-142.96,-2094.27715780991
0.00,-148.00,-2086.88188666182
38.31,-142.96,-2107.75503755998
74.00,-128.17,-2123.40947290328
104.65,-104.65,-2132.42353710139
128.17,-74.00,-2134.33746093021
142.96,-38.31,-2143.32099281946
148.00,0.00,-2146.10997530003
142.96,38.31,-2180.63290096443
128.17,74.00,-2172.02845105564
104.65,104.65,-2172.25144727269
74.00,128.17,-2146.04281543536
38.31,142.96,-2111.58704963563
