X,Y,Thickness
0.00,0.00,-2028.449741144
0.00,49.40,-2031.97731477528
-34.93,34.93,-2032.27763671038
-49.40,0.00,-2029.43370713238
-34.93,-34.93,-2031.02444668799
0.00,-49.40,-2020.22604221482
34.93,-34.93,-2036.3931123509
49.40,0.00,-2041.072555902
34.93,34.93,-2034.40261320191
0.00,98.80,-2066.46753989466
-37.81,91.28,-2060.96631317474
-69.86,69.86,-2051.79847388341
-91.28,37.81,-2052.45039892949
-98.80,0.00,-2048.82154315652
-91.28,-37.81,-2042.87704713257
-69.86,-69.86,-2045.13787766226
-37.81,-91.28,-2051.35413248062
0.00,-98.80,-2058.61309285178
37.81,-91.28,-2055.85262669233
69.86,-69.86,-2056.83001441797
91.28,-37.81,-2062.86303333926
98.80,0.00,-2061.47071268426
91.28,37.81,-2065.92177510535
69.86,69.86,-2064.56790554692
37.81,91.28,-2066.68697956567
0.00,148.00,-1966.41335946065
-38.31,142.96,-2085.33906466951
-74.00,128.17,-2082.98719820151
-104.65,104.65,-2080.02115167846
-128.17,74.00,-2063.84705711251
-142.96,38.31,-2036.073431318
-148.00,0.00,-2058.28264458849
-142.96,-38.31,-2033.15328084946
-128.17,-74.00,-2078.75260643661
-104.65,-104.65,-2086.92960079359
-74.00,-128.17,-2103.65033247206
-38.31,-142.96,-2102.88774754958
0.00,-148.00,-2091.41202744936
38.31,-142.96,-2113.00029016401
74.00,-128.17,-2131.83161127305
104.65,-104.65,-2139.52208100755
128.17,-74.00,-2140.02414093338
142.96,-38.31,-2148.79302950356
148.00,0.00,-2153.77430973618
142.96,38.31,-2185.55620702292
128.17,74.00,-2187.90160389207
104.65,104.65,-2179.84067117027
74.00,128.17,-2155.7506217149
38.31,142.96,-2121.99241244944
