X,Y,Thickness
0.00,0.00,-2113.97380274809
0.00,49.40,-2117.21871009356
-34.93,34.93,-2111.68752301053
-49.40,0.00,-2110.57233380814
-34.93,-34.93,-2116.81908283327
0.00,-49.40,-2119.02690374003
34.93,-34.93,-2125.28956445349
49.40,0.00,-2130.96484323985
34.93,34.93,-2122.2437521466
0.00,98.80,-2150.80569106664
-37.81,91.28,-2147.08239051549
-69.86,69.86,-2139.18810330785
-91.28,37.81,-2139.77263456498
-98.80,0.00,-2146.35001065753
-91.28,-37.81,-2147.4368471441
-69.86,-69.86,-2147.80252836142
-37.81,-91.28,-2155.90752749766
0.00,-98.80,-2158.58246970002
37.81,-91.28,-2158.90243673093
69.86,-69.86,-2159.71564211893
91.28,-37.81,-2160.47798696709
98.80,0.00,-2158.72418788106
91.28,37.81,-2158.86420946569
69.86,69.86,-2159.56078059487
37.81,91.28,-2157.33753315189
0.00,148.00,-2122.87568992354
-38.31,142.96,-2108.02637952429
-74.00,128.17,-1926.16122198221
-104.65,104.65,-2103.82213164475
-128.17,74.00,-2209.5923862695
-142.96,38.31,-2193.58938723546
-148.00,0.00,-2173.59144631277
-142.96,-38.31,-2230.77207396855
-128.17,-74.00,-2227.2620317256
-104.65,-104.65,-2220.78811031997
-74.00,-128.17,-2169.27993116954
-38.31,-142.96,-2215.20575594995
0.00,-148.00,-2101.38033306137
38.31,-142.96,-2242.39465908442
74.00,-128.17,-2231.102393064
104.65,-104.65,-2238.61688169974
128.17,-74.00,-2251.88644821035
142.96,-38.31,-2187.01536669189
148.00,0.00,-2225.37830195754
142.96,38.31,-2260.10363264638
128.17,74.00,-2241.29131428804
104.65,104.65,-2253.85175710184
74.00,128.17,-2227.40775925135
38.31,142.96,-2190.65297126871
