X,Y,Thickness
0.00,0.00,-2112.74045965676
0.00,49.40,-2113.38391403335
-34.93,34.93,-2109.26878797369
-49.40,0.00,-2109.80437517808
-34.93,-34.93,-2110.74171830329
0.00,-49.40,-2117.51939699011
34.93,-34.93,-2119.63179076273
49.40,0.00,-2126.05978815567
34.93,34.93,-2119.80977449911
0.00,98.80,-2146.28199576908
-37.81,91.28,-2141.64249452633
-69.86,69.86,-2132.81755871132
-91.28,37.81,-2135.08567448175
-98.80,0.00,-2141.14298237638
-91.28,-37.81,-2141.51068022095
-69.86,-69.86,-2144.35761631289
-37.81,-91.28,-2150.90649993846
0.00,-98.80,-2154.49732499704
37.81,-91.28,-2155.40828609195
69.86,-69.86,-2158.61818775404
91.28,-37.81,-2156.15590614622
98.80,0.00,-2160.29286572483
91.28,37.81,-2159.67113498912
69.86,69.86,-2159.57480967446
37.81,91.28,-2154.77168156346
0.00,148.00,-2061.10924299853
-38.31,142.96,-2101.54128044985
-74.00,128.17,-1925.7637384728
-104.65,104.65,-2111.63169230986
-128.17,74.00,-2204.66936048728
-142.96,38.31,-2192.91436216144
-148.00,0.00,-2174.37641998722
-142.96,-38.31,-2225.04302383934
-128.17,-74.00,-2220.56935888776
-104.65,-104.65,-2215.33545158012
-74.00,-128.17,-2162.12983815066
-38.31,-142.96,-2211.3582217223
0.00,-148.00,-2096.50478280797
38.31,-142.96,-2236.62638715749
74.00,-128.17,-2228.2653443067
104.65,-104.65,-2232.16613657804
128.17,-74.00,-2252.28082351261
142.96,-38.31,-2187.06961782639
148.00,0.00,-2176.06414297821
142.96,38.31,-2256.87956420609
128.17,74.00,-2237.68072740337
104.65,104.65,-2250.97694767274
74.00,128.17,-2225.63752801677
38.31,142.96,-2095.24872175032
