X,Y,Thickness
0.00,0.00,-2114.02588677068
0.00,49.40,-2120.65204596197
-34.93,34.93,-2113.39459807574
-49.40,0.00,-2114.86670142109
-34.93,-34.93,-2117.27370937147
0.00,-49.40,-2121.18665446094
34.93,-34.93,-2121.6788415199
49.40,0.00,-2127.30379147104
34.93,34.93,-2123.29133961507
0.00,98.80,-2151.69572325721
-37.81,91.28,-2145.26913760575
-69.86,69.86,-2141.35558457488
-91.28,37.81,-2142.15939036101
-98.80,0.00,-2148.13676032695
-91.28,-37.81,-2146.63776538572
-69.86,-69.86,-2149.12995448265
-37.81,-91.28,-2156.48914370932
0.00,-98.80,-2159.31956539531
37.81,-91.28,-2160.27823117017
69.86,-69.86,-2162.74338571784
91.28,-37.81,-2161.34106602373
98.80,0.00,-2162.03590136212
91.28,37.81,-2163.35798838934
69.86,69.86,-2162.52415820732
37.81,91.28,-2157.78784696851
0.00,148.00,-2188.51409220486
-38.31,142.96,-2106.07736044543
-74.00,128.17,-1925.20023065326
-104.65,104.65,-2102.06751440579
-128.17,74.00,-2211.66117408525
-142.96,38.31,-2191.8666923952
-148.00,0.00,-2179.30753944528
-142.96,-38.31,-2226.30771921806
-128.17,-74.00,-2227.33771829724
-104.65,-104.65,-2222.39126778213
-74.00,-128.17,-2172.58429164076
-38.31,-142.96,-2214.87784077503
0.00,-148.00,-2105.35660411466
38.31,-142.96,-2241.89364419003
74.00,-128.17,-2230.17907223244
104.65,-104.65,-2237.82728549999
128.17,-74.00,-2253.20604722016
142.96,-38.31,-2190.28853517234
148.00,0.00,-2234.18234293139
142.96,38.31,-2259.80346173158
128.17,74.00,-2243.77072433749
104.65,104.65,-2254.30772964379
74.00,128.17,-2227.99394887197
38.31,142.96,-2208.5612241312
