X,Y,Thickness
0.00,0.00,-2115.86086668519
0.00,49.40,-2119.93448645358
-34.93,34.93,-2115.64023971628
-49.40,0.00,-2116.14228191924
-34.93,-34.93,-2115.18872034732
0.00,-49.40,-2125.67431903787
34.93,-34.93,-2126.5710675424
49.40,0.00,-2130.86204826362
34.93,34.93,-2127.38065043048
0.00,98.80,-2154.93459402058
-37.81,91.28,-2146.43242958303
-69.86,69.86,-2143.8620741886
-91.28,37.81,-2141.74299978361
-98.80,0.00,-2143.91322764739
-91.28,-37.81,-2147.92668911994
-69.86,-69.86,-2146.26517585992
-37.81,-91.28,-2153.96619431024
0.00,-98.80,-2159.68178273854
37.81,-91.28,-2159.48142271473
69.86,-69.86,-2159.90576529396
91.28,-37.81,-2162.11692996854
98.80,0.00,-2165.69530670516
91.28,37.81,-2157.20454162049
69.86,69.86,-2170.35252422944
37.81,91.28,-2159.1602236739
0.00,148.00,-2037.53518610758
-38.31,142.96,-2131.46157770435
-74.00,128.17,-1955.00329663753
-104.65,104.65,-2098.68819047427
-128.17,74.00,-2215.60731413053
-142.96,38.31,-2213.37319924871
-148.00,0.00,-2180.1399285041
-142.96,-38.31,-2225.47423119733
-128.17,-74.00,-2231.50042528818
-104.65,-104.65,-2222.76286226866
-74.00,-128.17,-2175.58395675725
-38.31,-142.96,-2219.91738338446
0.00,-148.00,-2125.46790503866
38.31,-142.96,-2242.17711266607
74.00,-128.17,-2229.98632459748
104.65,-104.65,-2243.60067379637
128.17,-74.00,-2254.88626879802
142.96,-38.31,-2189.04376740381
148.00,0.00,-2218.26260502768
142.96,38.31,-2260.90375652621
128.17,74.00,-2239.79415699851
104.65,104.65,-2255.33702898091
74.00,128.17,-2226.36060397452
38.31,142.96,-2175.62145352915
