WaveLength,Dark,Referance,Abs_Reflectivity,0.00 0.00,0.00 49.40,-34.93 34.93,-49.40 0.00,-34.93 -34.93,0.00 -49.40,34.93 -34.93,49.40 0.00,34.93 34.93,0.00 98.80,-37.81 91.28,-69.86 69.86,-91.28 37.81,-98.80 0.00,-91.28 -37.81,-69.86 -69.86,-37.81 -91.28,0.00 -98.80,37.81 -91.28,69.86 -69.86,91.28 -37.81,98.80 0.00,91.28 37.81,69.86 69.86,37.81 91.28,0.00 148.00,-38.31 142.96,-74.00 128.17,-104.65 104.65,-128.17 74.00,-142.96 38.31,-148.00 0.00,-142.96 -38.31,-128.17 -74.00,-104.65 -104.65,-74.00 -128.17,-38.31 -142.96,0.00 -148.00,38.31 -142.96,74.00 -128.17,104.65 -104.65,128.17 -74.00,142.96 -38.31,148.00 0.00,142.96 38.31,128.17 74.00,104.65 104.65,74.00 128.17,38.31 142.96
748.03977848282,51.3500499500504,21526.5355844156,33.353356760156,22691.6357575758,22677.8164502165,22667.1308225108,22660.7871861472,22682.6780952381,22678.2716883117,22644.6486580087,22674.2768831169,22637.5201731602,22600.6845021645,22607.2860606061,22593.7317748918,22588.5651082251,22605.1756709957,22608.0454545455,22602.2187878788,22607.5594805195,22610.8868398268,22593.5744588745,22596.9085714286,22599.2180952381,22598.5315151515,22599.2108225108,22625.8682251082,22611.6165367965,22447.8898701299,22283.7784415584,21938.569004329,22103.6067532468,22436.0814718615,22389.8271861472,22214.603982684,22389.0339393939,22364.7931601732,22379.1947186147,22384.8608658009,22385.8704761905,22106.8440692641,22442.2187012987,22401.1737662338,22352.6620779221,22413.7110822511,22273.7567099567,19942.7291774892,22474.6417316017,22453.9098701299,22498.0847619048,22473.932034632,22518.2728138528
748.48061537903,51.2045954045959,21550.8537662338,33.34936313019,22712.7175757576,22703.0619047619,22682.8580952381,22683.6508225108,22701.0780952381,22696.0535064935,22674.8122943723,22693.9314285714,22662.9292640693,22622.0845021645,22627.1496969697,22619.2317748918,22615.0651082251,22625.5302164502,22626.2727272727,22623.5642424242,22629.7685714286,22628.1595670996,22621.2562770563,22618.3722077922,22615.3180952381,22623.6224242424,22627.8835497836,22649.65004329,22634.6529004329,22465.1171428571,22306.3966233766,21958.0599134199,22126.4703896104,22457.4541991342,22408.3635497835,22238.5130735931,22405.8248484849,22389.6658874459,22395.521991342,22409.96995671,22408.8613852814,22124.7804329004,22466.6277922078,22424.0374025974,22377.0075324675,22437.601991342,22293.0567099567,19962.2200865801,22492.569004329,22479.218961039,22520.2665800866,22503.5138528139,22536.590995671
748.9214223315,50.9500499500505,21589.2901298701,33.345369769715,22741.6448484848,22735.070995671,22719.3671861472,22714.0508225108,22732.8144588745,22721.2625974026,22705.3577489177,22725.6314285714,22695.501991342,22655.9935930736,22658.8678787879,22655.6226839827,22643.3378354978,22657.9302164502,22656.0727272727,22654.9187878788,22660.9049350649,22661.5141125541,22655.5653679654,22647.3085714286,22643.4999134199,22655.5224242424,22666.3653679654,22683.1227705628,22670.461991342,22497.6625974026,22338.2420779221,21996.269004329,22159.9158441559,22482.2996536797,22440.509004329,22264.8403463203,22439.6248484849,22418.4386147186,22423.9947186147,22439.9154112554,22446.9886580087,22155.9440692641,22499.6005194805,22458.591948052,22407.7893506493,22468.1110822511,22321.4930735931,19992.1655411255,22522.4326406926,22511.0735064935,22548.9665800866,22542.3502164502,22565.690995671
749.36219933696,50.8136863136868,21621.081038961,33.341375909665,22770.0903030303,22766.6255411255,22749.049004329,22741.8599134199,22766.6053679654,22750.6716883117,22735.9032034632,22750.9677922078,22726.9474458874,22690.6754112554,22697.3315151515,22684.1863203463,22671.5741991342,22692.4574891775,22690.7545454545,22687.8915151515,22692.6594805195,22694.6413852814,22682.7926406926,22681.0085714286,22678.3908225108,22687.3587878788,22704.7380952381,22711.7773160173,22698.0801731602,22529.998961039,22371.2420779221,22031.069004329,22190.3703896104,22517.2269264069,22469.9271861472,22295.3130735931,22465.7884848485,22452.1386147186,22456.021991342,22464.7517748918,22479.6613852814,22191.7895238095,22537.8187012987,22489.791948052,22444.4984415584,22500.6565367965,22350.1112554113,20019.5019047619,22552.9053679654,22542.6007792208,22580.9756709957,22579.8047619048,22595.2273593074
749.8029463922,50.6591408591414,21649.4992207792,33.337382160071,22796.8084848485,22799.1073593074,22777.2944588745,22781.8326406926,22789.4053679654,22777.5625974026,22766.7122943723,22779.8587012987,22756.6383549784,22720.1935930736,22723.6678787879,22715.0045021645,22695.6287445887,22724.3211255411,22719.4636363636,22717.8824242424,22717.2412987013,22723.9686580087,22706.8108225108,22713.054025974,22706.1180952381,22711.976969697,22733.1199134199,22741.6954978355,22730.3074458874,22558.1898701299,22395.2966233766,22060.7780952381,22217.2885714286,22542.0541991342,22491.2362770563,22322.1767099567,22494.0884848485,22476.6567965368,22480.0947186147,22486.9154112554,22504.9977489177,22211.4895238095,22565.6914285714,22520.1646753247,22478.3257142857,22533.2110822511,22379.383982684,20041.9746320346,22581.7417316017,22571.7462337662,22610.9574891775,22610.8956709957,22626.4000865801
750.24366349396,50.6136863136868,21676.0901298701,33.333388160055,22821.9357575758,22819.5437229437,22795.9944588745,22795.169004329,22813.2235497836,22803.1716883117,22787.0395670996,22808.3132467532,22782.4838095238,22740.739047619,22748.576969697,22731.04995671,22724.0014718615,22748.4302164502,22743.2090909091,22735.5460606061,22739.6322077922,22746.3595670996,22736.0744588745,22739.2722077922,22730.9908225108,22736.0133333333,22748.1926406926,22760.640952381,22757.361991342,22583.4171428571,22415.5602597403,22089.4053679654,22242.5703896104,22565.2269264069,22519.109004329,22348.2948917749,22514.4793939394,22506.4840692641,22505.8856277056,22512.5608658009,22527.0704761905,22233.2986147186,22590.4914285714,22536.7555844156,22494.8893506494,22563.1565367965,22398.1658008658,20069.9473593074,22603.6144588745,22593.2644155844,22635.5665800866,22634.7956709957,22651.290995671
750.68435063901,51.0318681318686,21688.4992207792,33.329394009646,22840.963030303,22839.470995671,22814.8853679654,22809.8417316017,22832.2235497835,22818.4898701299,22807.385021645,22823.1405194805,22797.3747186147,22757.0663203463,22764.8042424242,22751.7954112554,22737.2923809524,22760.0847619048,22764.8090909091,22756.436969697,22757.3594805195,22767.705021645,22755.029004329,22752.6176623377,22748.2726406926,22753.4224242424,22766.3380952381,22773.3136796537,22770.3074458875,22596.2171428571,22432.732987013,22103.9508225108,22259.1522077922,22572.4541991342,22531.0362770563,22370.3221645022,22531.4612121212,22523.1386147186,22524.7856277056,22526.2972294372,22547.6886580087,22241.7713419913,22602.8641558442,22550.4828571429,22507.8893506494,22578.101991342,22411.0112554113,20083.1564502165,22617.9235497835,22609.2916883117,22650.2756709957,22655.132034632,22666.6000865801
751.12500782411,51.1045954045959,21701.1264935065,33.325399859781,22849.6903030303,22852.8346320346,22828.5580952381,22815.3780952381,22846.2417316017,22828.1535064935,22815.6577489177,22830.7041558442,22808.2292640693,22763.6481385281,22777.0315151515,22764.8681385281,22749.3378354978,22768.0393073593,22781.3454545455,22768.6915151515,22761.6776623377,22778.8777489178,22761.3380952381,22762.6267532468,22758.9362770563,22761.3496969697,22774.2744588745,22779.0773160173,22781.2801731602,22603.3716883117,22438.4602597403,22117.1508225108,22271.3703896104,22587.4723809524,22542.6817316017,22378.2767099567,22540.8248484848,22537.7295238095,22534.1401731602,22532.6063203463,22556.8704761905,22253.534978355,22605.9823376623,22565.0646753247,22519.0802597403,22583.7747186147,22420.7021645022,20094.7746320346,22621.8780952381,22613.8825974026,22655.0665800866,22669.4502164502,22671.3273593074
751.56563504603,50.9227772227777,21707.0719480519,33.321405309583,22851.1903030303,22856.5619047619,22829.4217316017,22815.869004329,22844.8780952381,22835.8716883117,22816.3486580087,22830.1314285714,22810.6110822511,22762.5572294372,22779.8678787879,22775.9317748918,22748.3287445887,22772.8665800866,22778.7636363636,22770.5824242424,22759.8322077922,22778.7595670996,22764.6926406926,22763.254025974,22758.6999134199,22756.2133333333,22774.3926406926,22782.3864069264,22778.6892640693,22608.3898701299,22443.4602597403,22117.9326406926,22269.5158441558,22589.636017316,22543.8908225108,22383.4221645022,22546.4339393939,22543.4840692641,22532.521991342,22529.26995671,22553.3522943723,22249.1895238095,22603.4914285714,22563.291948052,22518.2166233766,22581.7656277056,22419.0385281385,20095.010995671,22617.6417316017,22612.1462337662,22658.1756709957,22667.1229437229,22675.9546320346
752.00623230151,50.4136863136868,21697.4628571429,33.317411019986,22837.5812121212,22853.3437229437,22822.749004329,22804.9235497835,22842.8053679654,22829.0262337662,22810.0759307359,22822.285974026,22805.6656277056,22757.0208658009,22780.0860606061,22768.6226839827,22745.6014718615,22767.4302164502,22766.6,22764.0187878788,22753.2503896104,22772.3959307359,22762.7926406926,22760.6449350649,22751.7726406926,22751.5678787879,22763.5926406926,22774.3227705628,22772.0801731602,22600.9716883117,22431.9148051948,22115.7326406926,22260.8522077922,22580.1087445887,22535.6635497835,22372.5494372294,22536.3521212121,22541.8658874459,22525.8947186147,22524.66995671,22547.6341125541,22241.7077056277,22590.8005194805,22554.8828571429,22508.9166233766,22575.4110822511,22412.5748917749,20090.2473593074,22611.2144588745,22605.8462337662,22649.8938528139,22656.0411255411,22671.8455411255
