X,Y,Thickness
0.00,0.00,-2218.6445419524
0.00,49.40,-2222.1216564312
-34.93,34.93,-2216.43137433785
-49.40,0.00,-2216.77115612311
-34.93,-34.93,-2219.66630971291
0.00,-49.40,-2224.56829265472
34.93,-34.93,-2225.57841864344
49.40,0.00,-2225.62248225282
34.93,34.93,-2214.3481449549
0.00,98.80,-2258.93494905464
-37.81,91.28,-2253.59278204633
-69.86,69.86,-2249.84080882451
-91.28,37.81,-2249.14720174587
-98.80,0.00,-2251.03771203308
-91.28,-37.81,-2256.90834529494
-69.86,-69.86,-2250.90146970637
-37.81,-91.28,-2266.2140885131
0.00,-98.80,-2266.5616041968
37.81,-91.28,-2267.80163028357
69.86,-69.86,-2267.87195865545
91.28,-37.81,-2264.17049462642
98.80,0.00,-2262.65702520125
91.28,37.81,-2262.86120436626
69.86,69.86,-2256.06820202825
37.81,91.28,-2254.95379181141
0.00,148.00,-2217.9012952208
-38.31,142.96,-2276.05649107349
-74.00,128.17,-2280.28432567046
-104.65,104.65,-2302.51118596598
-128.17,74.00,-2288.29901463896
-142.96,38.31,-2302.57744082505
-148.00,0.00,-2250.23635617868
-142.96,-38.31,-2282.75076392659
-128.17,-74.00,-2301.5937636822
-104.65,-104.65,-2306.78161227416
-74.00,-128.17,-2313.75138208463
-38.31,-142.96,-2300.12662589548
0.00,-148.00,-2231.75721552166
38.31,-142.96,-2321.34932858815
74.00,-128.17,-2338.82806884105
104.65,-104.65,-2338.63244080124
128.17,-74.00,-2371.44924493823
142.96,-38.31,-2382.74933683337
148.00,0.00,-2332.13573415387
142.96,38.31,-2374.15500125607
128.17,74.00,-2338.91964757383
104.65,104.65,-2359.26795582688
74.00,128.17,-2310.85242335732
38.31,142.96,-2290.11646705167
