X,Y,Thickness
0.00,0.00,-2223.63620763817
0.00,49.40,-2220.27224954911
-34.93,34.93,-2222.79758150675
-49.40,0.00,-2222.42270296344
-34.93,-34.93,-2228.64819444038
0.00,-49.40,-2232.46946342423
34.93,-34.93,-2230.39310983
49.40,0.00,-2239.29629877742
34.93,34.93,-2221.60420411272
0.00,98.80,-2264.29020374993
-37.81,91.28,-2261.72386637152
-69.86,69.86,-2257.18951491824
-91.28,37.81,-2257.94181925266
-98.80,0.00,-2261.00620335147
-91.28,-37.81,-2265.3567292471
-69.86,-69.86,-2264.12886816571
-37.81,-91.28,-2272.77272816444
0.00,-98.80,-2279.04490928585
37.81,-91.28,-2277.82383484199
69.86,-69.86,-2279.95465632918
91.28,-37.81,-2276.59012819359
98.80,0.00,-2275.34505849411
91.28,37.81,-2276.99030990294
69.86,69.86,-2267.9518637879
37.81,91.28,-2266.01491094027
0.00,148.00,-2233.58033405875
-38.31,142.96,-2286.49530426596
-74.00,128.17,-2292.15807480953
-104.65,104.65,-2316.97629468051
-128.17,74.00,-2300.35136797376
-142.96,38.31,-2316.94683058714
-148.00,0.00,-2262.23697883324
-142.96,-38.31,-2306.54224508675
-128.17,-74.00,-2327.46461563286
-104.65,-104.65,-2326.34272545774
-74.00,-128.17,-2330.28929673149
-38.31,-142.96,-2317.69911719412
0.00,-148.00,-2250.8952749348
38.31,-142.96,-2339.48011309303
74.00,-128.17,-2358.25784764192
104.65,-104.65,-2357.49226165735
128.17,-74.00,-2389.27182898962
142.96,-38.31,-2398.91216960857
148.00,0.00,-2351.17423359301
142.96,38.31,-2394.37492670264
128.17,74.00,-2352.0694154845
104.65,104.65,-2374.96964863043
74.00,128.17,-2322.57728464742
38.31,142.96,-2307.97354048338
