X,Y,Thickness
0.00,0.00,-2214.1181646976
0.00,49.40,-2216.76424519362
-34.93,34.93,-2212.4669088377
-49.40,0.00,-2210.44044286169
-34.93,-34.93,-2221.36728486787
0.00,-49.40,-2220.48604044635
34.93,-34.93,-2221.18209628969
49.40,0.00,-2227.80058721593
34.93,34.93,-2209.70757869154
0.00,98.80,-2251.5646900623
-37.81,91.28,-2250.21150698325
-69.86,69.86,-2247.60665141137
-91.28,37.81,-2244.32316541416
-98.80,0.00,-2246.71958235428
-91.28,-37.81,-2253.69494757473
-69.86,-69.86,-2249.56839953399
-37.81,-91.28,-2260.99321529347
0.00,-98.80,-2263.73288429456
37.81,-91.28,-2262.58831931746
69.86,-69.86,-2262.29892455111
91.28,-37.81,-2266.4464740032
98.80,0.00,-2261.63750632797
91.28,37.81,-2261.46557664856
69.86,69.86,-2256.04039980818
37.81,91.28,-2253.64390862535
0.00,148.00,-2214.64307959857
-38.31,142.96,-2276.40088140633
-74.00,128.17,-2282.40271242635
-104.65,104.65,-2296.71342149746
-128.17,74.00,-2283.85390855775
-142.96,38.31,-2297.6050114595
-148.00,0.00,-2240.6147477108
-142.96,-38.31,-2282.38564463895
-128.17,-74.00,-2305.04852220207
-104.65,-104.65,-2307.60320545869
-74.00,-128.17,-2305.32478430567
-38.31,-142.96,-2296.87456610694
0.00,-148.00,-2225.66590787573
38.31,-142.96,-2321.02777374403
74.00,-128.17,-2334.4143405807
104.65,-104.65,-2332.30755692281
128.17,-74.00,-2368.10121577378
142.96,-38.31,-2378.18149223702
148.00,0.00,-2330.01730821371
142.96,38.31,-2376.21068811315
128.17,74.00,-2341.92556793145
104.65,104.65,-2355.86824351357
74.00,128.17,-2303.32643180434
38.31,142.96,-2283.82392831427
