Pos,Thickness,Target Thickness
0.00 0.00,17.00415061070369,17.03536
0.00 49.40,16.926001365368183,16.77181
-34.93 34.93,16.972209783700798,16.9985
-49.40 0.00,17.00315361756545,17.0248
-34.93 -34.93,16.963197818169228,16.9842
0.00 -49.40,16.83000608590933,16.916656
34.93 -34.93,16.717269897460938,16.721064
49.40 0.00,16.702179028437687,16.69699
34.93 34.93,16.697059007791374,16.65256
0.00 98.80,16.203415687267597,16.17418
-37.81 91.28,16.213389506706825,16.186916
-69.86 69.86,16.206166707552395,16.18949
-91.28 37.81,16.288551844083347,16.20397
-98.80 0.00,16.303804067464974,16.354965
-91.28 -37.81,16.321849162761982,16.372793
-69.86 -69.86,16.247392947857197,16.18084
-37.81 -91.28,16.187474421965767,16.183657
0.00 -98.80,16.17159057274843,16.16878
37.81 -91.28,16.094757387623982,16.075987
69.86 -69.86,16.129653773546337,16.10256
91.28 -37.81,16.16108912229538,16.16628
98.80 0.00,16.17561420900054,16.18806
91.28 37.81,16.149543705912393,16.17346
69.86 69.86,16.127712175520333,16.13106
37.81 91.28,16.130885759669212,16.130793
0.00 0.00,16.989790549645058,17.03536
0.00 49.40,16.851005040682278,16.77181
-34.93 34.93,16.970561797802265,16.9985
-49.40 0.00,16.998992993281437,17.0248
-34.93 -34.93,16.958420790158787,16.9842
0.00 -49.40,16.87468323340783,16.916656
34.93 -34.93,16.70706844329834,16.721064
49.40 0.00,16.66352128982544,16.69699
34.93 34.93,16.678774943718544,16.65256
0.00 98.80,16.169677215254204,16.17418
-37.81 91.28,16.195906492379997,16.186916
-69.86 69.86,16.21243220109206,16.18949
-91.28 37.81,16.211184464968166,16.20397
-98.80 0.00,16.21603221159715,16.354965
-91.28 -37.81,16.292040729522704,16.372793
-69.86 -69.86,16.19680067209097,16.18084
-37.81 -91.28,16.16549932039701,16.183657
0.00 -98.80,16.15257330485435,16.16878
37.81 -91.28,16.094308779789852,16.075987
69.86 -69.86,16.119418049628145,16.10256
91.28 -37.81,16.16369270250236,16.16628
98.80 0.00,16.209733191625777,16.18806
91.28 37.81,16.16604759845978,16.17346
69.86 69.86,16.357553537075333,16.13106
37.81 91.28,16.133338075880864,16.130793
0.00 0.00,16.954953083625206,17.03536
0.00 49.40,16.834768295288086,16.77181
-34.93 34.93,16.962569126716026,16.9985
-49.40 0.00,16.981650462517372,17.0248
-34.93 -34.93,16.96228944338285,16.9842
0.00 -49.40,16.870969185462364,16.916656
34.93 -34.93,16.730563934032734,16.721064
49.40 0.00,16.71684037722074,16.69699
34.93 34.93,16.680128207573524,16.65256
0.00 98.80,16.179701768434963,16.17418
-37.81 91.28,16.19212770462036,16.186916
-69.86 69.86,16.202984516437237,16.18949
-91.28 37.81,16.225073080796463,16.20397
-98.80 0.00,16.30780993975126,16.354965
-91.28 -37.81,16.31872166120089,16.372793
-69.86 -69.86,16.2278192960299,16.18084
-37.81 -91.28,16.185077532743797,16.183657
0.00 -98.80,16.150153282361153,16.16878
37.81 -91.28,16.10865606405796,16.075987
69.86 -69.86,16.142540039160313,16.10256
91.28 -37.81,16.16228319437076,16.16628
98.80 0.00,16.17843866806764,16.18806
91.28 37.81,16.161042285271183,16.17346
69.86 69.86,16.137431841010322,16.13106
37.81 91.28,16.13654934019732,16.130793
0.00 0.00,16.944256195655235,17.03536
0.00 49.40,16.850376716026894,16.77181
-34.93 34.93,16.990862442896915,16.9985
-49.40 0.00,16.940917528592625,17.0248
-34.93 -34.93,16.97681537041297,16.9842
0.00 -49.40,16.8102995799138,16.916656
34.93 -34.93,16.744332203498253,16.721064
49.40 0.00,16.785424305842472,16.69699
34.93 34.93,16.690629188831036,16.65256
0.00 98.80,16.178594709359682,16.17418
-37.81 91.28,16.190452905801628,16.186916
-69.86 69.86,16.239925311161922,16.18949
-91.28 37.81,16.269134741563064,16.20397
-98.80 0.00,16.31729397406945,16.354965
-91.28 -37.81,16.308580508598915,16.372793
-69.86 -69.86,16.194031678713284,16.18084
-37.81 -91.28,16.178814362256954,16.183657
0.00 -98.80,16.166664527012752,16.16878
37.81 -91.28,16.09898645005304,16.075987
69.86 -69.86,16.117644591209213,16.10256
91.28 -37.81,16.160765213844105,16.16628
98.80 0.00,16.17514013521599,16.18806
91.28 37.81,16.16583434465604,16.17346
69.86 69.86,16.13430515721313,16.13106
37.81 91.28,16.135960054910292,16.130793
0.00 0.00,16.9327264382289,17.03536
0.00 49.40,16.836506586808426,16.77181
-34.93 34.93,16.977706102224495,16.9985
-49.40 0.00,16.942074078779953,17.0248
-34.93 -34.93,16.94217641537006,16.9842
0.00 -49.40,16.870870406811054,16.916656
34.93 -34.93,16.750662253453182,16.721064
49.40 0.00,16.67432473256038,16.69699
34.93 34.93,16.68321594825158,16.65256
0.00 98.80,16.17208672578518,16.17418
-37.81 91.28,16.19684278048002,16.186916
-69.86 69.86,16.20531331575834,16.18949
-91.28 37.81,16.21945153749906,16.20397
-98.80 0.00,16.244465069893078,16.354965
-91.28 -37.81,16.24347024330726,16.372793
-69.86 -69.86,16.184025067549484,16.18084
-37.81 -91.28,16.16776888187115,16.183657
0.00 -98.80,16.194232500516453,16.16878
37.81 -91.28,16.101799628673454,16.075987
69.86 -69.86,16.11973866438254,16.10256
91.28 -37.81,16.173739702273636,16.16628
98.80 0.00,16.172189510785618,16.18806
91.28 37.81,16.18455124512697,16.17346
69.86 69.86,16.13874696462582,16.13106
37.81 91.28,16.161354152935832,16.130793
0.00 0.00,17.01299263880803,17.03536
0.00 49.40,16.829534127162052,16.77181
-34.93 34.93,16.98085381434514,16.9985
-49.40 0.00,17.00730694257296,17.0248
-34.93 -34.93,16.974562351520245,16.9842
0.00 -49.40,16.910505111400898,16.916656
34.93 -34.93,16.75995922088623,16.721064
49.40 0.00,16.72457320873554,16.69699
34.93 34.93,16.758759645315315,16.65256
0.00 98.80,16.189573251284084,16.17418
-37.81 91.28,16.206912444188045,16.186916
-69.86 69.86,16.215121489304764,16.18949
-91.28 37.81,16.245504122513992,16.20397
-98.80 0.00,16.310313958388107,16.354965
-91.28 -37.81,16.317580406482403,16.372793
-69.86 -69.86,16.213878631591797,16.18084
-37.81 -91.28,16.17194941869149,16.183657
0.00 -98.80,16.165154518225254,16.16878
37.81 -91.28,16.094975165831737,16.075987
69.86 -69.86,16.11634795482342,16.10256
91.28 -37.81,16.16648554435143,16.16628
98.80 0.00,16.17313186572148,16.18806
91.28 37.81,16.160109381562858,16.17346
69.86 69.86,16.137514615944543,16.13106
37.81 91.28,16.134299835769866,16.130793
0.00 0.00,17.013806159679707,17.03536
0.00 49.40,16.794005944178654,16.77181
-34.93 34.93,16.950846176881058,16.9985
-49.40 0.00,17.015325509584866,17.0248
-34.93 -34.93,16.958844294914833,16.9842
0.00 -49.40,16.85498395332923,16.916656
34.93 -34.93,16.729419744931736,16.721064
49.40 0.00,16.691282932574932,16.69699
34.93 34.93,16.701932136829083,16.65256
0.00 98.80,16.172371089458466,16.17418
-37.81 91.28,16.199117843921368,16.186916
-69.86 69.86,16.20232281318078,16.18949
-91.28 37.81,16.231779685387245,16.20397
-98.80 0.00,16.30046642743624,16.354965
-91.28 -37.81,16.32251446063702,16.372793
-69.86 -69.86,16.183452386122482,16.18084
-37.81 -91.28,16.14977834571121,16.183657
0.00 -98.80,16.15639134469117,16.16878
37.81 -91.28,16.096688489928326,16.075987
69.86 -69.86,16.12154676864197,16.10256
91.28 -37.81,16.16148545191838,16.16628
98.80 0.00,16.16484467799847,16.18806
91.28 37.81,16.205443321537768,16.17346
69.86 69.86,16.154492052090475,16.13106
37.81 91.28,16.127063839159973,16.130793
0.00 0.00,17.01598050044133,17.03536
0.00 49.40,16.84308154766376,16.77181
-34.93 34.93,16.985344409942627,16.9985
-49.40 0.00,17.002393025618332,17.0248
-34.93 -34.93,16.958442431229813,16.9842
0.00 -49.40,16.90475423519428,16.916656
34.93 -34.93,16.739818242880013,16.721064
49.40 0.00,16.74634684049166,16.69699
34.93 34.93,16.752601916973408,16.65256
0.00 98.80,16.2131357559791,16.17418
-37.81 91.28,16.229837344242977,16.186916
-69.86 69.86,16.210079413193924,16.18949
-91.28 37.81,16.23407815052913,16.20397
-98.80 0.00,16.326456106626072,16.354965
-91.28 -37.81,16.332306751838097,16.372793
-69.86 -69.86,16.22000393500695,16.18084
-37.81 -91.28,16.174153107863205,16.183657
0.00 -98.80,16.167094487410324,16.16878
37.81 -91.28,16.10955964601957,16.075987
69.86 -69.86,16.11247748839549,16.10256
91.28 -37.81,16.156303576934032,16.16628
98.80 0.00,16.145413871294533,16.18806
91.28 37.81,16.16520044864153,16.17346
69.86 69.86,16.13089326319965,16.13106
37.81 91.28,16.145246934451844,16.130793
0.00 0.00,16.980742949705856,17.03536
0.00 49.40,16.842245615445652,16.77181
-34.93 34.93,17.001370356633114,16.9985
-49.40 0.00,17.00257341678326,17.0248
-34.93 -34.93,16.97439325772799,16.9842
0.00 -49.40,16.899561405181885,16.916656
34.93 -34.93,16.733367919921875,16.721064
49.40 0.00,16.640474502856915,16.69699
34.93 34.93,16.753893815554104,16.65256
0.00 98.80,16.18674222781108,16.17418
-37.81 91.28,16.210418737851658,16.186916
-69.86 69.86,16.20881909590501,16.18949
-91.28 37.81,16.213466607607327,16.20397
-98.80 0.00,16.244973329397347,16.354965
-91.28 -37.81,16.30648583632249,16.372793
-69.86 -69.86,16.19556346306434,16.18084
-37.81 -91.28,16.198541237757755,16.183657
0.00 -98.80,16.176589788534702,16.16878
37.81 -91.28,16.12955089903912,16.075987
69.86 -69.86,16.111595031542656,16.10256
91.28 -37.81,16.16277380406767,16.16628
98.80 0.00,16.179712038773758,16.18806
91.28 37.81,16.166534433303735,16.17346
69.86 69.86,16.1332646304117,16.13106
37.81 91.28,16.137885168210328,16.130793
0.00 0.00,17.009023739741398,17.03536
0.00 49.40,16.841063536130466,16.77181
-34.93 34.93,16.972718789027287,16.9985
-49.40 0.00,16.963162385500393,17.0248
-34.93 -34.93,16.97975100003756,16.9842
0.00 -49.40,16.879920152517464,16.916656
34.93 -34.93,16.731828616215633,16.721064
49.40 0.00,16.762854759509747,16.69699
34.93 34.93,16.70574433986957,16.65256
0.00 98.80,16.185642132392296,16.17418
-37.81 91.28,16.201153388390175,16.186916
-69.86 69.86,16.2105734531696,16.18949
-91.28 37.81,16.21992386304415,16.20397
-98.80 0.00,16.228720885056717,16.354965
-91.28 -37.81,16.33742281106802,16.372793
-69.86 -69.86,16.271788303668682,16.18084
-37.81 -91.28,16.190207738142746,16.183657
0.00 -98.80,16.16983326887473,16.16878
37.81 -91.28,16.103975675044914,16.075987
69.86 -69.86,16.113209982518548,16.10256
91.28 -37.81,16.158229641323416,16.16628
