Pos,Thickness,Target Thickness
98.80 0.00,16.171110806765252,16.18806
91.28 37.81,16.168488806435185,16.17346
69.86 69.86,16.129471970099388,16.13106
37.81 91.28,16.13701629733477,16.130793
0.00 0.00,17.00370663862962,17.03536
0.00 49.40,16.838263291579025,16.77181
-34.93 34.93,16.975011348724365,16.9985
-49.40 0.00,17.01789269080529,17.0248
-34.93 -34.93,16.96939413364117,16.9842
0.00 -49.40,16.882194885840782,16.916656
34.93 -34.93,16.735476200397198,16.721064
49.40 0.00,16.730734201577995,16.69699
34.93 34.93,16.719907430502083,16.65256
0.00 98.80,16.225448608398438,16.17418
-37.81 91.28,16.197306119478664,16.186916
-69.86 69.86,16.216206037081204,16.18949
-91.28 37.81,16.246577446277325,16.20397
-98.80 0.00,16.303906550774208,16.354965
-91.28 -37.81,16.22155244533832,16.372793
-69.86 -69.86,16.215430296384373,16.18084
-37.81 -91.28,16.181712712997044,16.183657
0.00 -98.80,16.158787961328503,16.16878
37.81 -91.28,16.131520548844946,16.075987
69.86 -69.86,16.109976487281994,16.10256
91.28 -37.81,16.16233121890288,16.16628
98.80 0.00,16.17602809270223,16.18806
91.28 37.81,16.18524998986823,16.17346
69.86 69.86,16.13217335527265,16.13106
37.81 91.28,16.150209841380356,16.130793
