Pos,Thickness,Target Thickness
0.00 0.00,17.70337955768292,17.81886
0.00 49.40,17.641484150519737,17.620146
-34.93 34.93,17.70491501001211,17.73146
-49.40 0.00,17.699474591475266,17.76565
-34.93 -34.93,17.65689732478215,17.76257
0.00 -49.40,17.596224311348443,17.5993
34.93 -34.93,17.610050604893612,17.678345
49.40 0.00,17.44769177070031,17.560387
34.93 34.93,17.595427479777303,17.598295
0.00 98.80,17.178909961993877,17.13456
-37.81 91.28,17.174777400799286,17.16488
-69.86 69.86,17.185682663550743,17.192406
-91.28 37.81,17.196215180250313,17.1701
-98.80 0.00,17.223466819983262,17.249245
-91.28 -37.81,17.207864079108603,17.211395
-69.86 -69.86,17.22090196609497,17.24334
-37.81 -91.28,17.21045584125013,17.248743
0.00 -98.80,17.161244918138554,17.171944
37.81 -91.28,17.13838265031884,17.137177
69.86 -69.86,17.111462628710402,17.10449
91.28 -37.81,17.095939306112435,17.073595
98.80 0.00,17.130372165614723,17.086166
91.28 37.81,17.149560039063804,17.15678
69.86 69.86,17.113962482387187,17.086655
37.81 91.28,17.15331881439293,17.14161
0.00 0.00,17.79634193273691,17.81886
0.00 49.40,17.729465447939358,17.620146
-34.93 34.93,17.726778213794415,17.73146
-49.40 0.00,17.73081896855281,17.76565
-34.93 -34.93,17.66807115994967,17.76257
0.00 -49.40,17.64485931729937,17.5993
34.93 -34.93,17.62125385724581,17.678345
49.40 0.00,17.616951212182748,17.560387
34.93 34.93,17.619157161190238,17.598295
0.00 98.80,17.1901501198828,17.13456
-37.81 91.28,17.15650847508357,17.16488
-69.86 69.86,17.184614372777414,17.192406
-91.28 37.81,17.180724281531113,17.1701
-98.80 0.00,17.223558047839575,17.249245
-91.28 -37.81,17.207004406513313,17.211395
-69.86 -69.86,17.21825678328164,17.24334
-37.81 -91.28,17.217605575275073,17.248743
0.00 -98.80,17.168332833510178,17.171944
37.81 -91.28,17.150313179309553,17.137177
69.86 -69.86,17.106486902481468,17.10449
91.28 -37.81,17.087622023036335,17.073595
98.80 0.00,17.087775936173287,17.086166
91.28 37.81,17.140224458883097,17.15678
69.86 69.86,17.103826367194785,17.086655
37.81 91.28,17.15096301298875,17.14161
0.00 0.00,17.78949491794293,17.81886
0.00 49.40,17.641815332266,17.620146
-34.93 34.93,17.726379134438254,17.73146
-49.40 0.00,17.754447423494778,17.76565
-34.93 -34.93,17.73910372073834,17.76257
0.00 -49.40,17.616207359183548,17.5993
34.93 -34.93,17.66396068026136,17.678345
49.40 0.00,17.588080112750713,17.560387
34.93 34.93,17.59292836983999,17.598295
0.00 98.80,17.171243374164288,17.13456
-37.81 91.28,17.169042733999397,17.16488
-69.86 69.86,17.184648016913908,17.192406
-91.28 37.81,17.175999892936957,17.1701
-98.80 0.00,17.23776145631006,17.249245
-91.28 -37.81,17.198043273045467,17.211395
-69.86 -69.86,17.224493843120534,17.24334
-37.81 -91.28,17.1702922924403,17.248743
0.00 -98.80,17.170969081448984,17.171944
37.81 -91.28,17.145808660067043,17.137177
69.86 -69.86,17.104860467695875,17.10449
91.28 -37.81,17.08154921770387,17.073595
98.80 0.00,17.09499894177597,17.086166
91.28 37.81,17.135304145003705,17.15678
69.86 69.86,17.113912851767687,17.086655
37.81 91.28,17.153442649446298,17.14161
0.00 0.00,17.718888466174786,17.81886
0.00 49.40,17.637188471280613,17.620146
-34.93 34.93,17.72744266803448,17.73146
-49.40 0.00,17.73179182639489,17.76565
-34.93 -34.93,17.72996711730957,17.76257
0.00 -49.40,17.617847296185708,17.5993
34.93 -34.93,17.63871460027628,17.678345
49.40 0.00,17.622868537902832,17.560387
34.93 34.93,17.616746716010265,17.598295
0.00 98.80,17.1529131828479,17.13456
-37.81 91.28,17.16079748011625,17.16488
-69.86 69.86,17.17951135368614,17.192406
-91.28 37.81,17.182355241662652,17.1701
-98.80 0.00,17.235546963561273,17.249245
-91.28 -37.81,17.18349855705932,17.211395
-69.86 -69.86,17.20498050542978,17.24334
-37.81 -91.28,17.140426572163896,17.248743
0.00 -98.80,17.16111145264063,17.171944
37.81 -91.28,17.14397569803091,17.137177
69.86 -69.86,17.11874688736328,17.10449
91.28 -37.81,17.086934719201974,17.073595
98.80 0.00,17.087343904393666,17.086166
91.28 37.81,17.13514154792851,17.15678
69.86 69.86,17.104206283417582,17.086655
37.81 91.28,17.142702140558278,17.14161
0.00 0.00,17.791521585904636,17.81886
0.00 49.40,17.64489060181838,17.620146
-34.93 34.93,17.721417390383206,17.73146
-49.40 0.00,17.69195732703576,17.76565
-34.93 -34.93,17.74683321439303,17.76257
0.00 -49.40,17.630720685411998,17.5993
34.93 -34.93,17.638183844117297,17.678345
49.40 0.00,17.595944591335485,17.560387
34.93 34.93,17.601139022198034,17.598295
0.00 98.80,17.157392856402275,17.13456
-37.81 91.28,17.16620181157039,17.16488
-69.86 69.86,17.19496817955604,17.192406
-91.28 37.81,17.21558471306654,17.1701
-98.80 0.00,17.240915469962488,17.249245
-91.28 -37.81,17.197234061524107,17.211395
-69.86 -69.86,17.236157312672653,17.24334
-37.81 -91.28,17.222947311232502,17.248743
0.00 -98.80,17.171113931215725,17.171944
37.81 -91.28,17.152247178248867,17.137177
69.86 -69.86,17.11511711368736,17.10449
91.28 -37.81,17.091988685803535,17.073595
98.80 0.00,17.099772312061837,17.086166
91.28 37.81,17.14432485601404,17.15678
69.86 69.86,17.11407421906842,17.086655
37.81 91.28,17.14589400984283,17.14161
0.00 0.00,17.801446511195255,17.81886
0.00 49.40,17.656907301682693,17.620146
-34.93 34.93,17.742156909062313,17.73146
-49.40 0.00,17.758882155785194,17.76565
-34.93 -34.93,17.695773638211765,17.76257
0.00 -49.40,17.61257582444411,17.5993
34.93 -34.93,17.648488744989145,17.678345
49.40 0.00,17.468972792992226,17.560387
34.93 34.93,17.616628236981818,17.598295
0.00 98.80,17.19491535621685,17.13456
-37.81 91.28,17.182589955818962,17.16488
-69.86 69.86,17.185371013788078,17.192406
-91.28 37.81,17.20329430775765,17.1701
-98.80 0.00,17.236628888378213,17.249245
-91.28 -37.81,17.21945494871873,17.211395
-69.86 -69.86,17.187245986313176,17.24334
-37.81 -91.28,17.208734653546262,17.248743
0.00 -98.80,17.1570908001491,17.171944
37.81 -91.28,17.13413010703193,17.137177
69.86 -69.86,17.117238564369003,17.10449
91.28 -37.81,17.087462947482155,17.073595
98.80 0.00,17.096176021934575,17.086166
91.28 37.81,17.1466250095612,17.15678
69.86 69.86,17.107054627406136,17.086655
37.81 91.28,17.1634612314867,17.14161
0.00 0.00,17.807370552649864,17.81886
0.00 49.40,17.628546791476804,17.620146
-34.93 34.93,17.718053524310772,17.73146
-49.40 0.00,17.756497786595272,17.76565
-34.93 -34.93,17.751871842604416,17.76257
0.00 -49.40,17.62962372616084,17.5993
34.93 -34.93,17.64201255945059,17.678345
49.40 0.00,17.594347113495942,17.560387
34.93 34.93,17.599136086054894,17.598295
0.00 98.80,17.144347838866405,17.13456
-37.81 91.28,17.16518753002851,17.16488
-69.86 69.86,17.186770465824154,17.192406
-91.28 37.81,17.182016384907257,17.1701
-98.80 0.00,17.23953352418083,17.249245
-91.28 -37.81,17.204549441494784,17.211395
-69.86 -69.86,17.21612273310567,17.24334
-37.81 -91.28,17.215513237431608,17.248743
0.00 -98.80,17.158656927255485,17.171944
37.81 -91.28,17.128520450894793,17.137177
69.86 -69.86,17.107487909721605,17.10449
91.28 -37.81,17.082388877868652,17.073595
98.80 0.00,17.104382947525046,17.086166
91.28 37.81,17.14622799396674,17.15678
69.86 69.86,17.106408615707227,17.086655
37.81 91.28,17.173037905872892,17.14161
0.00 0.00,17.760525703430176,17.81886
0.00 49.40,17.647738163287823,17.620146
-34.93 34.93,17.700422286987305,17.73146
-49.40 0.00,17.722836531125584,17.76565
-34.93 -34.93,17.737312426933876,17.76257
0.00 -49.40,17.604165023486562,17.5993
34.93 -34.93,17.645897385123725,17.678345
49.40 0.00,17.57102409109369,17.560387
34.93 34.93,17.61287083353474,17.598295
0.00 98.80,17.203513401819272,17.13456
-37.81 91.28,17.17420040281701,17.16488
-69.86 69.86,17.19109325534255,17.192406
-91.28 37.81,17.192967773122028,17.1701
-98.80 0.00,17.230542368321984,17.249245
-91.28 -37.81,17.21328476404398,17.211395
-69.86 -69.86,17.225533167521156,17.24334
-37.81 -91.28,17.15323757707207,17.248743
0.00 -98.80,17.168541756305068,17.171944
37.81 -91.28,17.14457726800914,17.137177
69.86 -69.86,17.12672551044257,17.10449
91.28 -37.81,17.087972742138483,17.073595
98.80 0.00,17.09796780693461,17.086166
91.28 37.81,17.142564562055377,17.15678
69.86 69.86,17.10916003746239,17.086655
37.81 91.28,17.159845909637127,17.14161
0.00 0.00,17.764179889972393,17.81886
0.00 49.40,17.678004888387825,17.620146
-34.93 34.93,17.728805101834812,17.73146
-49.40 0.00,17.749130909259502,17.76565
-34.93 -34.93,17.748147634359505,17.76257
0.00 -49.40,17.68886507474459,17.5993
34.93 -34.93,17.62937879562378,17.678345
49.40 0.00,17.59770503410926,17.560387
34.93 34.93,17.604245836362416,17.598295
0.00 98.80,17.161625280485048,17.13456
-37.81 91.28,17.16242413643079,17.16488
-69.86 69.86,17.196437163230698,17.192406
-91.28 37.81,17.177314672714626,17.1701
-98.80 0.00,17.22582488639081,17.249245
-91.28 -37.81,17.20013064604539,17.211395
-69.86 -69.86,17.2193156560262,17.24334
-37.81 -91.28,17.224226906011392,17.248743
0.00 -98.80,17.1732359115894,17.171944
37.81 -91.28,17.14513574502407,17.137177
69.86 -69.86,17.124938505764266,17.10449
91.28 -37.81,17.09951494975709,17.073595
98.80 0.00,17.106049247480865,17.086166
91.28 37.81,17.14475026811872,17.15678
69.86 69.86,17.11323041522367,17.086655
37.81 91.28,17.175299885318232,17.14161
0.00 0.00,17.67051832492535,17.81886
0.00 49.40,17.631111471803038,17.620146
-34.93 34.93,17.693581524058285,17.73146
-49.40 0.00,17.71878664310162,17.76565
-34.93 -34.93,17.725522994995117,17.76257
0.00 -49.40,17.62314581000351,17.5993
34.93 -34.93,17.675968589945736,17.678345
49.40 0.00,17.59892518703754,17.560387
34.93 34.93,17.344814750327558,17.598295
0.00 98.80,17.207151400737274,17.13456
-37.81 91.28,17.257597406427344,17.16488
-69.86 69.86,17.222826444185696,17.192406
-91.28 37.81,17.22916394013625,17.1701
-98.80 0.00,17.45057717714554,17.249245
-91.28 -37.81,17.235954104413043,17.211395
-69.86 -69.86,17.249373159653103,17.24334
-37.81 -91.28,17.197766179304857,17.248743
0.00 -98.80,17.164012344765577,17.171944
37.81 -91.28,17.134052396431944,17.137177
69.86 -69.86,17.120599504966876,17.10449
91.28 -37.81,17.127809228239716,17.073595
98.80 0.00,17.116208591041985,17.086166
91.28 37.81,17.15195357860663,17.15678
69.86 69.86,17.108563820632188,17.086655
37.81 91.28,17.169541786878536,17.14161
