Pos,Thickness,Target Thickness
98.80 0.00,15.682021948007437,15.821964
91.28 37.81,15.693758432681744,15.75715
69.86 69.86,15.734341016182533,15.71985
37.81 91.28,15.485423491551327,15.3893
0.00 0.00,15.97339206475478,16.05296
0.00 49.40,15.785389698468721,15.7832
-34.93 34.93,15.760653018951416,15.77543
-49.40 0.00,15.779375938268808,15.787536
-34.93 -34.93,15.774665667460514,15.77066
0.00 -49.40,15.688639805867123,15.743417
34.93 -34.93,15.760072946548462,15.76499
49.40 0.00,15.731834374941313,15.77268
34.93 34.93,15.76530069571275,15.791184
0.00 98.80,15.390666044675386,15.38542
-37.81 91.28,15.359059388820942,15.36967
-69.86 69.86,15.332258536265446,15.356594
-91.28 37.81,15.28068524140578,15.21918
-98.80 0.00,15.27156110910269,15.26799
-91.28 -37.81,15.291534240429218,15.273005
-69.86 -69.86,15.267994752297035,15.226203
-37.81 -91.28,15.32943239578834,15.35773
0.00 -98.80,15.327489192669209,15.285903
37.81 -91.28,15.378339345638569,15.36739
69.86 -69.86,15.594843222544743,15.71137
91.28 -37.81,15.766375339948214,15.776896
98.80 0.00,15.784171397869404,15.821964
91.28 37.81,15.757438402909498,15.75715
69.86 69.86,15.703577701862041,15.71985
37.81 91.28,15.387829707219051,15.3893
0.00 0.00,16.01072041804974,16.05296
0.00 49.40,15.780701875686646,15.7832
-34.93 34.93,15.778729933958788,15.77543
-49.40 0.00,15.777527790803175,15.787536
-34.93 -34.93,15.772728479825533,15.77066
0.00 -49.40,15.732663814838116,15.743417
34.93 -34.93,15.773740254915678,15.76499
49.40 0.00,15.772011903616098,15.77268
34.93 34.93,15.768934103158804,15.791184
0.00 98.80,15.385340837331919,15.38542
-37.81 91.28,15.373495358687181,15.36967
-69.86 69.86,15.359724283218384,15.356594
-91.28 37.81,15.303015543864323,15.21918
-98.80 0.00,15.273975115555983,15.26799
-91.28 -37.81,15.278457329823421,15.273005
-69.86 -69.86,15.268670393870426,15.226203
-37.81 -91.28,15.334601072164682,15.35773
0.00 -98.80,15.325135010939379,15.285903
37.81 -91.28,15.387321893985455,15.36739
69.86 -69.86,15.718891932414127,15.71137
91.28 -37.81,15.759766266896175,15.776896
98.80 0.00,15.772693248895498,15.821964
91.28 37.81,15.757419182704044,15.75715
69.86 69.86,15.702753525513868,15.71985
37.81 91.28,15.405736941557665,15.3893
0.00 0.00,15.95783334511977,16.05296
0.00 49.40,15.778154061390804,15.7832
-34.93 34.93,15.775780310997597,15.77543
-49.40 0.00,15.784031299444345,15.787536
-34.93 -34.93,15.772361553632296,15.77066
0.00 -49.40,15.66420523936932,15.743417
34.93 -34.93,15.76887818483206,15.76499
49.40 0.00,15.771728552304781,15.77268
34.93 34.93,15.780757335516123,15.791184
0.00 98.80,15.384208312401405,15.38542
-37.81 91.28,15.44603549517118,15.36967
-69.86 69.86,15.350150933632484,15.356594
-91.28 37.81,15.242894557806162,15.21918
-98.80 0.00,15.25445477779095,15.26799
-91.28 -37.81,15.270739463659433,15.273005
-69.86 -69.86,15.23993235367995,15.226203
-37.81 -91.28,15.315919876098633,15.35773
0.00 -98.80,15.298283466925987,15.285903
37.81 -91.28,15.357703649080717,15.36739
69.86 -69.86,15.716281560751108,15.71137
91.28 -37.81,15.766761027849638,15.776896
98.80 0.00,15.798381622021015,15.821964
91.28 37.81,15.748714171923124,15.75715
69.86 69.86,15.686303707269522,15.71985
37.81 91.28,15.392720534251286,15.3893
